ability_score_bonuses,class,class_specific,features,index,level,prof_bonus,spellcasting,subclass,subclass_specific,url
1,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:4 martial_arts:0x140002a8800 unarmored_movement:10]},[0x140002a8660 0x140002a86e0],monk-4,4,2,,,,/api/classes/monk/levels/4
1,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:5 martial_arts:0x140002a8b80 unarmored_movement:10]},[0x140002a8a00 0x140002a8a80],monk-5,5,3,,,,/api/classes/monk/levels/5
1,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:6 martial_arts:0x140002a9380 unarmored_movement:15]},[0x140002a9320],monk-6,6,3,,,,/api/classes/monk/levels/6
1,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:7 martial_arts:0x140002a9540 unarmored_movement:15]},[0x140002a9460 0x140002a94c0],monk-7,7,3,,,,/api/classes/monk/levels/7
2,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:8 martial_arts:0x140002a96a0 unarmored_movement:15]},[0x140002a9640],monk-8,8,3,,,,/api/classes/monk/levels/8
2,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:9 martial_arts:0x140002a9840 unarmored_movement:15]},[0x140002a97c0],monk-9,9,4,,,,/api/classes/monk/levels/9
2,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:10 martial_arts:0x140002a99a0 unarmored_movement:20]},[0x140002a9940],monk-10,10,4,,,,/api/classes/monk/levels/10
2,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:11 martial_arts:0x140002a9ac0 unarmored_movement:20]},[],monk-11,11,4,,,,/api/classes/monk/levels/11
3,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:12 martial_arts:0x140002a9c00 unarmored_movement:20]},[0x140002a9ba0],monk-12,12,4,,,,/api/classes/monk/levels/12
3,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:13 martial_arts:0x140002a9d60 unarmored_movement:20]},[0x140002a9d00],monk-13,13,5,,,,/api/classes/monk/levels/13
3,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:14 martial_arts:0x140002a9ec0 unarmored_movement:25]},[0x140002a9e60],monk-14,14,5,,,,/api/classes/monk/levels/14
3,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:15 martial_arts:0x1400041c0c0 unarmored_movement:25]},[0x1400041c060],monk-15,15,5,,,,/api/classes/monk/levels/15
4,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:16 martial_arts:0x1400041c200 unarmored_movement:25]},[0x1400041c1a0],monk-16,16,5,,,,/api/classes/monk/levels/16
4,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:17 martial_arts:0x1400041c320 unarmored_movement:25]},[],monk-17,17,6,,,,/api/classes/monk/levels/17
4,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:18 martial_arts:0x1400041c460 unarmored_movement:30]},[0x1400041c400],monk-18,18,6,,,,/api/classes/monk/levels/18
5,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:19 martial_arts:0x1400041c5a0 unarmored_movement:30]},[0x1400041c540],monk-19,19,6,,,,/api/classes/monk/levels/19
5,&{[index name url] map[index:monk name:Monk url:/api/classes/monk]},&{[martial_arts ki_points unarmored_movement] map[ki_points:20 martial_arts:0x1400041c6e0 unarmored_movement:30]},[0x1400041c680],monk-20,20,6,,,,/api/classes/monk/levels/20
0,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:0]},[0x1400041c7c0 0x1400041c800],paladin-1,1,2,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0]},,,/api/classes/paladin/levels/1
0,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:0]},[0x1400041c940 0x1400041c980 0x1400041c9e0],paladin-2,2,2,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:2 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0]},,,/api/classes/paladin/levels/2
0,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:0]},[0x1400041cb00 0x1400041cb40 0x1400041cba0 0x1400041cbe0],paladin-3,3,2,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:3 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0]},,,/api/classes/paladin/levels/3
1,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:0]},[0x1400041cd00],paladin-4,4,2,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:3 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0]},,,/api/classes/paladin/levels/4
1,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:0]},[0x1400041ce20],paladin-5,5,3,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:2 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0]},,,/api/classes/paladin/levels/5
1,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:10]},[0x1400041cf40],paladin-6,6,3,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:2 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0]},,,/api/classes/paladin/levels/6
1,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:10]},[],paladin-7,7,3,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0]},,,/api/classes/paladin/levels/7
2,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:10]},[0x1400041d140],paladin-8,8,3,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0]},,,/api/classes/paladin/levels/8
2,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:10]},[],paladin-9,9,4,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:2 spell_slots_level_4:0 spell_slots_level_5:0]},,,/api/classes/paladin/levels/9
2,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:10]},[0x1400041d360],paladin-10,10,4,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:2 spell_slots_level_4:0 spell_slots_level_5:0]},,,/api/classes/paladin/levels/10
2,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:10]},[0x1400041d480],paladin-11,11,4,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:0 spell_slots_level_5:0]},,,/api/classes/paladin/levels/11
3,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:10]},[0x1400041d5a0],paladin-12,12,4,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:0 spell_slots_level_5:0]},,,/api/classes/paladin/levels/12
3,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:10]},[],paladin-13,13,5,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:1 spell_slots_level_5:0]},,,/api/classes/paladin/levels/13
3,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:10]},[0x1400041d7a0],paladin-14,14,5,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:1 spell_slots_level_5:0]},,,/api/classes/paladin/levels/14
3,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:10]},[],paladin-15,15,5,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:2 spell_slots_level_5:0]},,,/api/classes/paladin/levels/15
4,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:10]},[0x1400041d9a0],paladin-16,16,5,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:2 spell_slots_level_5:0]},,,/api/classes/paladin/levels/16
4,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:10]},[],paladin-17,17,6,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:1]},,,/api/classes/paladin/levels/17
4,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:30]},[0x1400041dba0],paladin-18,18,6,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:1]},,,/api/classes/paladin/levels/18
5,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:30]},[0x1400041dcc0],paladin-19,19,6,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2]},,,/api/classes/paladin/levels/19
5,&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},&{[aura_range] map[aura_range:30]},[],paladin-20,20,6,&{[spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2]},,,/api/classes/paladin/levels/20
0,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:1 favored_terrain:1]},[0x1400041dee0 0x1400041df20],ranger-1,1,2,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:0 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spells_known:0]},,,/api/classes/ranger/levels/1
0,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:1 favored_terrain:1]},[0x14000068100 0x14000068140],ranger-2,2,2,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:2 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spells_known:2]},,,/api/classes/ranger/levels/2
0,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:1 favored_terrain:1]},[0x140000682c0 0x14000068300],ranger-3,3,2,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:3 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spells_known:3]},,,/api/classes/ranger/levels/3
1,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:1 favored_terrain:1]},[0x14000068460],ranger-4,4,2,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:3 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spells_known:3]},,,/api/classes/ranger/levels/4
1,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:1 favored_terrain:1]},[0x140000685a0],ranger-5,5,3,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:2 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spells_known:4]},,,/api/classes/ranger/levels/5
1,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:2 favored_terrain:2]},[0x140000686e0 0x14000068720],ranger-6,6,3,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:2 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spells_known:4]},,,/api/classes/ranger/levels/6
1,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:2 favored_terrain:2]},[],ranger-7,7,3,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spells_known:5]},,,/api/classes/ranger/levels/7
2,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:2 favored_terrain:2]},[0x14000068980 0x140000689c0],ranger-8,8,3,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spells_known:5]},,,/api/classes/ranger/levels/8
2,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:2 favored_terrain:2]},[],ranger-9,9,4,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:2 spell_slots_level_4:0 spell_slots_level_5:0 spells_known:6]},,,/api/classes/ranger/levels/9
2,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:2 favored_terrain:3]},[0x14000068c20 0x14000068c60],ranger-10,10,4,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:2 spell_slots_level_4:0 spell_slots_level_5:0 spells_known:6]},,,/api/classes/ranger/levels/10
2,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:2 favored_terrain:3]},[],ranger-11,11,4,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:0 spell_slots_level_5:0 spells_known:7]},,,/api/classes/ranger/levels/11
3,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:2 favored_terrain:3]},[0x14000068ec0],ranger-12,12,4,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:0 spell_slots_level_5:0 spells_known:7]},,,/api/classes/ranger/levels/12
3,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:2 favored_terrain:3]},[],ranger-13,13,5,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:1 spell_slots_level_5:0 spells_known:8]},,,/api/classes/ranger/levels/13
3,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:3 favored_terrain:3]},[0x14000069120 0x14000069160],ranger-14,14,5,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:1 spell_slots_level_5:0 spells_known:8]},,,/api/classes/ranger/levels/14
3,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:3 favored_terrain:3]},[],ranger-15,15,5,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:2 spell_slots_level_5:0 spells_known:9]},,,/api/classes/ranger/levels/15
4,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:3 favored_terrain:3]},[0x140000693e0],ranger-16,16,5,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:2 spell_slots_level_5:0 spells_known:9]},,,/api/classes/ranger/levels/16
4,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:3 favored_terrain:3]},[],ranger-17,17,6,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:1 spells_known:10]},,,/api/classes/ranger/levels/17
4,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:3 favored_terrain:3]},[0x14000069620],ranger-18,18,6,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:1 spells_known:10]},,,/api/classes/ranger/levels/18
5,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:3 favored_terrain:3]},[0x14000069780],ranger-19,19,6,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spells_known:11]},,,/api/classes/ranger/levels/19
5,&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},&{[favored_enemies favored_terrain] map[favored_enemies:3 favored_terrain:3]},[0x140000698e0],ranger-20,20,6,&{[spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5] map[spell_slots_level_1:4 spell_slots_level_2:3 spell_slots_level_3:3 spell_slots_level_4:3 spell_slots_level_5:2 spells_known:11]},,,/api/classes/ranger/levels/20
0,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x14000069b20]},[0x14000069a20 0x14000069a60 0x14000069ac0],rogue-1,1,2,,,,/api/classes/rogue/levels/1
0,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x14000069c40]},[0x14000069be0],rogue-2,2,2,,,,/api/classes/rogue/levels/2
0,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x14000069d60]},[0x14000069d00],rogue-3,3,2,,,,/api/classes/rogue/levels/3
1,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x14000069e80]},[0x14000069e20],rogue-4,4,2,,,,/api/classes/rogue/levels/4
1,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x14000686020]},[0x14000069f40],rogue-5,5,3,,,,/api/classes/rogue/levels/5
1,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x14000686140]},[0x140006860e0],rogue-6,6,3,,,,/api/classes/rogue/levels/6
1,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x14000686260]},[0x14000686200],rogue-7,7,3,,,,/api/classes/rogue/levels/7
2,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x14000686380]},[0x14000686320],rogue-8,8,3,,,,/api/classes/rogue/levels/8
2,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x14000686460]},[],rogue-9,9,4,,,,/api/classes/rogue/levels/9
3,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x14000686580]},[0x14000686520],rogue-10,10,4,,,,/api/classes/rogue/levels/10
2,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x140006866a0]},[0x14000686640],rogue-11,11,4,,,,/api/classes/rogue/levels/11
4,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x140006867e0]},[0x14000686780],rogue-12,12,4,,,,/api/classes/rogue/levels/12
3,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x140006868c0]},[],rogue-13,13,5,,,,/api/classes/rogue/levels/13
3,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x140006869e0]},[0x14000686980],rogue-14,14,5,,,,/api/classes/rogue/levels/14
3,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x14000686b00]},[0x14000686aa0],rogue-15,15,5,,,,/api/classes/rogue/levels/15
5,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x14000686c20]},[0x14000686bc0],rogue-16,16,5,,,,/api/classes/rogue/levels/16
4,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x14000686d00]},[],rogue-17,17,6,,,,/api/classes/rogue/levels/17
4,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x14000686e20]},[0x14000686dc0],rogue-18,18,6,,,,/api/classes/rogue/levels/18
6,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x14000686f40]},[0x14000686ee0],rogue-19,19,6,,,,/api/classes/rogue/levels/19
5,&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},&{[sneak_attack] map[sneak_attack:0x14000687060]},[0x14000687000],rogue-20,20,6,,,,/api/classes/rogue/levels/20
0,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[] metamagic_known:0 sorcery_points:0]},[0x14000687120 0x14000687160],sorcerer-1,1,2,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:2 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:2]},,,/api/classes/sorcerer/levels/1
0,&{[index name url] map[index:sorcerer name:Sorcerer url:/api/classes/sorcerer]},&{[sorcery_points metamagic_known creating_spell_slots] map[creating_spell_slots:[0x14000687440 0x14000687480 0x140006874e0 0x14000687520 0x14000687560] metamagic_known:0 sorcery_points:2]},[0x140006872c0 0x14000687300 0x14000687360],sorcerer-2,2,2,&{[cantrips_known spells_known spell_slots_level_1 spell_slots_level_2 spell_slots_level_3 spell_slots_level_4 spell_slots_level_5 spell_slots_level_6 spell_slots_level_7 spell_slots_level_8 spell_slots_level_9] map[cantrips_known:4 spell_slots_level_1:3 spell_slots_level_2:0 spell_slots_level_3:0 spell_slots_level_4:0 spell_slots_level_5:0 spell_slots_level_6:0 spell_slots_level_7:0 spell_slots_level_8:0 spell_slots_level_9:0 spells_known:3]},,,/api/classes/sorcerer/levels/2
