armor_category,armor_class,capacity,category_range,contents,cost,damage,desc,equipment_category,gear_category,index,name,properties,quantity,range,special,speed,stealth_disadvantage,str_minimum,throw_range,tool_category,two_handed_damage,url,vehicle_category,weapon_category,weapon_range,weight
,,,,,&{[quantity unit] map[quantity:1 unit:gp]},,[A quiver can hold up to 20 arrows.],&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},quiver,Quiver,,,,,,,,,,,/api/equipment/quiver,,,,1
,,,,,&{[quantity unit] map[quantity:4 unit:gp]},,"[You can use a portable ram to break down doors. When doing so, you gain a +4 bonus on the Strength check. One other character can help you use the ram, giving you advantage on this check.]",&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},ram-portable,"Ram, portable",,,,,,,,,,,/api/equipment/ram-portable,,,,35
,,,,,&{[quantity unit] map[quantity:5 unit:sp]},,"[Rations consist of dry foods suitable for extended travel, including jerky, dried fruit, hardtack, and nuts.]",&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},rations-1-day,Rations (1 day),,,,,,,,,,,/api/equipment/rations-1-day,,,,2
,,,,,&{[quantity unit] map[quantity:5 unit:gp]},,"[A holy symbol is a representation of a god or pantheon. It might be an amulet depicting a symbol representing a deity, the same symbol carefully engraved or inlaid as an emblem on a shield, or a tiny box holding a fragment of a sacred relic. Appendix B lists the symbols commonly associated with many gods in the multiverse. A cleric or paladin can use a holy symbol as a spellcasting focus. To use the symbol in this way, the caster must hold it in hand, wear it visibly, or bear it on a shield.]",&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:holy-symbols name:Holy Symbols url:/api/equipment-categories/holy-symbols]},reliquary,Reliquary,,,,,,,,,,,/api/equipment/reliquary,,,,2
,,,,,&{[quantity unit] map[quantity:1 unit:gp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},robes,Robes,,,,,,,,,,,/api/equipment/robes,,,,4
,,,,,&{[quantity unit] map[quantity:1 unit:gp]},,"[Rope, whether made of hemp or silk, has 2 hit points and can be burst with a DC 17 Strength check.]",&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},rope-hempen-50-feet,"Rope, hempen (50 feet)",,,,,,,,,,,/api/equipment/rope-hempen-50-feet,,,,10
,,,,,&{[quantity unit] map[quantity:10 unit:gp]},,"[Rope, whether made of hemp or silk, has 2 hit points and can be burst with a DC 17 Strength check.]",&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},rope-silk-50-feet,"Rope, silk (50 feet)",,,,,,,,,,,/api/equipment/rope-silk-50-feet,,,,5
,,,,,&{[quantity unit] map[quantity:1 unit:cp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},sack,Sack,,,,,,,,,,,/api/equipment/sack,,,,0.500000
,,,,,&{[quantity unit] map[quantity:5 unit:gp]},,"[A scale includes a small balance, pans, and a suitable assortment of weights up to 2 pounds. With it, you can measure the exact weight of small objects, such as raw precious metals or trade goods, to help determine their worth.]",&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},scale-merchants,"Scale, merchant's",,,,,,,,,,,/api/equipment/scale-merchants,,,,3
,,,,,&{[quantity unit] map[quantity:5 unit:sp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},sealing-wax,Sealing wax,,,,,,,,,,,/api/equipment/sealing-wax,,,,0
,,,,,&{[quantity unit] map[quantity:2 unit:gp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},shovel,Shovel,,,,,,,,,,,/api/equipment/shovel,,,,5
,,,,,&{[quantity unit] map[quantity:5 unit:cp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},signal-whistle,Signal whistle,,,,,,,,,,,/api/equipment/signal-whistle,,,,0
,,,,,&{[quantity unit] map[quantity:5 unit:gp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},signet-ring,Signet ring,,,,,,,,,,,/api/equipment/signet-ring,,,,0
,,,,,&{[quantity unit] map[quantity:0 unit:cp]},,"[A small knife, typically found in a scholar's pack.]",&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},small-knife,Small knife,,,,,,,,,,,/api/equipment/small-knife,,,,0
,,,,,&{[quantity unit] map[quantity:2 unit:cp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},soap,Soap,,,,,,,,,,,/api/equipment/soap,,,,0
,,,,,&{[quantity unit] map[quantity:50 unit:gp]},,"[Essential for wizards, a spellbook is a leather-bound tome with 100 blank vellum pages suitable for recording spells.]",&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},spellbook,Spellbook,,,,,,,,,,,/api/equipment/spellbook,,,,3
,,,,,&{[quantity unit] map[quantity:1 unit:sp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},spike-iron,"Spike, iron",,,,,,,,,,,/api/equipment/spike-iron,,,,5
,,,,,&{[quantity unit] map[quantity:1000 unit:gp]},,[Objects viewed through a spyglass are magnified to twice their size.],&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},spyglass,Spyglass,,,,,,,,,,,/api/equipment/spyglass,,,,1
,,,,,&{[quantity unit] map[quantity:0 unit:cp]},,"[A 10-foot length of string, typically found in a burglar's pack.]",&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},string-10-feet,String (10 feet),,,,,,,,,,,/api/equipment/string-10-feet,,,,0
,,,,,&{[quantity unit] map[quantity:2 unit:gp]},,"[A simple and portable canvas shelter, a tent sleeps two.]",&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},tent-two-person,"Tent, two-person",,,,,,,,,,,/api/equipment/tent-two-person,,,,20
,,,,,&{[quantity unit] map[quantity:5 unit:sp]},,"[This small container holds flint, fire steel, and tinder (usually dry cloth soaked in light oil) used to kindle a fire. Using it to light a torch--or anything else with abundant, exposed fuel--takes an action. Lighting any other fire takes 1 minute.]",&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},tinderbox,Tinderbox,,,,,,,,,,,/api/equipment/tinderbox,,,,1
,,,,,&{[quantity unit] map[quantity:1 unit:cp]},,"[A torch burns for 1 hour, providing bright light in a 20-foot radius and dim light for an additional 20 feet. If you make a melee attack with a burning torch and hit, it deals 1 fire damage.]",&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},torch,Torch,,,,,,,,,,,/api/equipment/torch,,,,1
,,,,,&{[quantity unit] map[quantity:0 unit:cp]},,"[Religious clothing, typically found in a priest's pack.]",&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},vestments,Vestments,,,,,,,,,,,/api/equipment/vestments,,,,0
,,,,,&{[quantity unit] map[quantity:1 unit:gp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},vial,Vial,,,,,,,,,,,/api/equipment/vial,,,,0
,,,,,&{[quantity unit] map[quantity:2 unit:sp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},waterskin,Waterskin,,,,,,,,,,,/api/equipment/waterskin,,,,5
,,,,,&{[quantity unit] map[quantity:1 unit:cp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:standard-gear name:Standard Gear url:/api/equipment-categories/standard-gear]},whetstone,Whetstone,,,,,,,,,,,/api/equipment/whetstone,,,,1
,,,,[0x1400009b160 0x1400009b1e0 0x1400009b280 0x1400009b320 0x1400009b3a0 0x1400009b420 0x1400009b4a0 0x1400009b520 0x1400009b5a0 0x1400009b620 0x1400009b6a0 0x1400009b720 0x1400009b7a0 0x1400009b820],&{[quantity unit] map[quantity:16 unit:gp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:equipment-packs name:Equipment Packs url:/api/equipment-categories/equipment-packs]},burglars-pack,Burglar's Pack,,,,,,,,,,,/api/equipment/burglars-pack,,,,
,,,,[0x1400009b9c0 0x1400009ba40 0x1400009bae0 0x1400009bb60 0x1400009bbe0 0x1400009bc60 0x1400009bce0 0x1400009bd60 0x1400009bde0 0x1400009be60 0x1400009bee0],&{[quantity unit] map[quantity:39 unit:gp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:equipment-packs name:Equipment Packs url:/api/equipment-categories/equipment-packs]},diplomats-pack,Diplomat's Pack,,,,,,,,,,,/api/equipment/diplomats-pack,,,,
,,,,[0x140004760e0 0x14000476180 0x14000476220 0x140004762a0 0x14000476320 0x140004763a0 0x14000476420 0x140004764a0 0x14000476520],&{[quantity unit] map[quantity:12 unit:gp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:equipment-packs name:Equipment Packs url:/api/equipment-categories/equipment-packs]},dungeoneers-pack,Dungeoneer's Pack,,,,,,,,,,,/api/equipment/dungeoneers-pack,,,,
,,,,[0x140004766a0 0x14000476720 0x140004767c0 0x14000476840 0x140004768c0 0x14000476940 0x140004769e0],&{[quantity unit] map[quantity:40 unit:gp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:equipment-packs name:Equipment Packs url:/api/equipment-categories/equipment-packs]},entertainers-pack,Entertainer's Pack,,,,,,,,,,,/api/equipment/entertainers-pack,,,,
,,,,[0x14000476b60 0x14000476be0 0x14000476c80 0x14000476d00 0x14000476d80 0x14000476e00 0x14000476e80 0x14000476f20],&{[quantity unit] map[quantity:10 unit:gp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:equipment-packs name:Equipment Packs url:/api/equipment-categories/equipment-packs]},explorers-pack,Explorer's Pack,,,,,,,,,,,/api/equipment/explorers-pack,,,,
,,,,[0x140004770a0 0x14000477120 0x140004771c0 0x14000477240 0x140004772c0 0x14000477340 0x140004773e0 0x14000477460 0x140004774e0 0x14000477560],&{[quantity unit] map[quantity:19 unit:gp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:equipment-packs name:Equipment Packs url:/api/equipment-categories/equipment-packs]},priests-pack,Priest's Pack,,,,,,,,,,,/api/equipment/priests-pack,,,,
,,,,[0x140004776e0 0x14000477760 0x14000477800 0x14000477880 0x14000477900 0x14000477980 0x14000477a00],&{[quantity unit] map[quantity:40 unit:gp]},,,&{[index name url] map[index:adventuring-gear name:Adventuring Gear url:/api/equipment-categories/adventuring-gear]},&{[index name url] map[index:equipment-packs name:Equipment Packs url:/api/equipment-categories/equipment-packs]},scholars-pack,Scholar's Pack,,,,,,,,,,,/api/equipment/scholars-pack,,,,
,,,,,&{[quantity unit] map[quantity:50 unit:gp]},,"[These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,alchemists-supplies,Alchemist's Supplies,,,,,,,,,Artisan's Tools,,/api/equipment/alchemists-supplies,,,,8
,,,,,&{[quantity unit] map[quantity:20 unit:gp]},,"[These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,brewers-supplies,Brewer's Supplies,,,,,,,,,Artisan's Tools,,/api/equipment/brewers-supplies,,,,9
,,,,,&{[quantity unit] map[quantity:10 unit:gp]},,"[These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,calligraphers-supplies,Calligrapher's Supplies,,,,,,,,,Artisan's Tools,,/api/equipment/calligraphers-supplies,,,,5
,,,,,&{[quantity unit] map[quantity:8 unit:gp]},,"[These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,carpenters-tools,Carpenter's Tools,,,,,,,,,Artisan's Tools,,/api/equipment/carpenters-tools,,,,6
,,,,,&{[quantity unit] map[quantity:15 unit:gp]},,"[These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,cartographers-tools,Cartographer's Tools,,,,,,,,,Artisan's Tools,,/api/equipment/cartographers-tools,,,,6
,,,,,&{[quantity unit] map[quantity:5 unit:gp]},,"[These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,cobblers-tools,Cobbler's Tools,,,,,,,,,Artisan's Tools,,/api/equipment/cobblers-tools,,,,5
,,,,,&{[quantity unit] map[quantity:1 unit:gp]},,"[These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,cooks-utensils,Cook's utensils,,,,,,,,,Artisan's Tools,,/api/equipment/cooks-utensils,,,,8
,,,,,&{[quantity unit] map[quantity:30 unit:gp]},,"[These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,glassblowers-tools,Glassblower's Tools,,,,,,,,,Artisan's Tools,,/api/equipment/glassblowers-tools,,,,5
,,,,,&{[quantity unit] map[quantity:25 unit:gp]},,"[These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,jewelers-tools,Jeweler's Tools,,,,,,,,,Artisan's Tools,,/api/equipment/jewelers-tools,,,,2
,,,,,&{[quantity unit] map[quantity:5 unit:gp]},,"[These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,leatherworkers-tools,Leatherworker's Tools,,,,,,,,,Artisan's Tools,,/api/equipment/leatherworkers-tools,,,,5
,,,,,&{[quantity unit] map[quantity:10 unit:gp]},,"[These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,masons-tools,Mason's Tools,,,,,,,,,Artisan's Tools,,/api/equipment/masons-tools,,,,8
,,,,,&{[quantity unit] map[quantity:10 unit:gp]},,"[These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,painters-supplies,Painter's Supplies,,,,,,,,,Artisan's Tools,,/api/equipment/painters-supplies,,,,5
,,,,,&{[quantity unit] map[quantity:10 unit:gp]},,"[These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,potters-tools,Potter's Tools,,,,,,,,,Artisan's Tools,,/api/equipment/potters-tools,,,,3
,,,,,&{[quantity unit] map[quantity:20 unit:gp]},,"[These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,smiths-tools,Smith's Tools,,,,,,,,,Artisan's Tools,,/api/equipment/smiths-tools,,,,8
,,,,,&{[quantity unit] map[quantity:50 unit:gp]},,"[These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,tinkers-tools,Tinker's Tools,,,,,,,,,Artisan's Tools,,/api/equipment/tinkers-tools,,,,10
,,,,,&{[quantity unit] map[quantity:1 unit:gp]},,"[These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,weavers-tools,Weaver's Tools,,,,,,,,,Artisan's Tools,,/api/equipment/weavers-tools,,,,5
,,,,,&{[quantity unit] map[quantity:1 unit:gp]},,"[These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,woodcarvers-tools,Woodcarver's Tools,,,,,,,,,Artisan's Tools,,/api/equipment/woodcarvers-tools,,,,5
,,,,,&{[quantity unit] map[quantity:1 unit:sp]},,"[This item encompasses a wide range of game pieces, including dice and decks of cards (for games such as Three-Dragon Ante). A few common examples appear on the Tools table, but other kinds of gaming sets exist. If you are proficient with a gaming set, you can add your proficiency bonus to ability checks you make to play a game with that set. Each type of gaming set requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,dice-set,Dice Set,,,,,,,,,Gaming Sets,,/api/equipment/dice-set,,,,0
,,,,,&{[quantity unit] map[quantity:5 unit:sp]},,"[This item encompasses a wide range of game pieces, including dice and decks of cards (for games such as Three-Dragon Ante). A few common examples appear on the Tools table, but other kinds of gaming sets exist. If you are proficient with a gaming set, you can add your proficiency bonus to ability checks you make to play a game with that set. Each type of gaming set requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,playing-card-set,Playing Card Set,,,,,,,,,Gaming Sets,,/api/equipment/playing-card-set,,,,0
,,,,,&{[quantity unit] map[quantity:30 unit:gp]},,"[Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,bagpipes,Bagpipes,,,,,,,,,Musical Instrument,,/api/equipment/bagpipes,,,,6
,,,,,&{[quantity unit] map[quantity:6 unit:gp]},,"[Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,drum,Drum,,,,,,,,,Musical Instrument,,/api/equipment/drum,,,,3
,,,,,&{[quantity unit] map[quantity:25 unit:gp]},,"[Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,dulcimer,Dulcimer,,,,,,,,,Musical Instrument,,/api/equipment/dulcimer,,,,10
,,,,,&{[quantity unit] map[quantity:2 unit:gp]},,"[Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,flute,Flute,,,,,,,,,Musical Instrument,,/api/equipment/flute,,,,1
,,,,,&{[quantity unit] map[quantity:35 unit:gp]},,"[Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,lute,Lute,,,,,,,,,Musical Instrument,,/api/equipment/lute,,,,2
,,,,,&{[quantity unit] map[quantity:30 unit:gp]},,"[Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,lyre,Lyre,,,,,,,,,Musical Instrument,,/api/equipment/lyre,,,,2
,,,,,&{[quantity unit] map[quantity:3 unit:gp]},,"[Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,horn,Horn,,,,,,,,,Musical Instrument,,/api/equipment/horn,,,,2
,,,,,&{[quantity unit] map[quantity:12 unit:gp]},,"[Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,pan-flute,Pan flute,,,,,,,,,Musical Instrument,,/api/equipment/pan-flute,,,,2
,,,,,&{[quantity unit] map[quantity:2 unit:gp]},,"[Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,shawm,Shawm,,,,,,,,,Musical Instrument,,/api/equipment/shawm,,,,1
,,,,,&{[quantity unit] map[quantity:30 unit:gp]},,"[Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,viol,Viol,,,,,,,,,Musical Instrument,,/api/equipment/viol,,,,1
,,,,,&{[quantity unit] map[quantity:25 unit:gp]},,"[This set of instruments is used for navigation at sea. Proficiency with navigator's tools lets you chart a ship's course and follow navigation charts. In addition, these tools allow you to add your proficiency bonus to any ability check you make to avoid getting lost at sea.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,navigators-tools,Navigator's Tools,,,,,,,,,Other Tools,,/api/equipment/navigators-tools,,,,2
,,,,,&{[quantity unit] map[quantity:25 unit:gp]},,"[This set of tools includes a small file, a set of lock picks, a small mirror mounted on a metal handle, a set of narrow-bladed scissors, and a pair of pliers. Proficiency with these tools lets you add your proficiency bonus to any ability checks you make to disarm traps or open locks.]",&{[index name url] map[index:tools name:Tools url:/api/equipment-categories/tools]},,thieves-tools,Thieves' Tools,,,,,,,,,Other Tools,,/api/equipment/thieves-tools,,,,1
