class,desc,feature_specific,index,level,name,parent,prerequisites,reference,subclass,url
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[By 3rd level, the divine magic flowing through you makes you immune to disease.]",,divine-health,3,Divine Health,,[],,,/api/features/divine-health
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[When you reach 3rd level, you swear the oath that binds you as a paladin forever. Up to this time you have been in a preparatory stage, committed to the path but not yet sworn to it. Now you choose an oath, such as the Oath of Devotion. Your choice grants you features at 3rd level and again at 7th, 15th, and 20th level. Those features include oath spells and the Channel Divinity feature.]",,sacred-oath,3,Sacred Oath,,[],,,/api/features/sacred-oath
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[Each oath has a list of associated spells. You gain access to these spells at the levels specified in the oath description. Once you gain access to an oath spell, you always have it prepared. Oath spells don't count against the number of spells you can prepare each day. If you gain an oath spell that doesn't appear on the paladin spell list, the spell is nonetheless a paladin spell for you.]",,oath-spells,3,Oath Spells,,[],,,/api/features/oath-spells
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[Your oath allows you to channel divine energy to fuel magical effects. Each Channel Divinity option provided by your oath explains how to use it. When you use your Channel Divinity, you choose which option to use. You must then finish a short or long rest to use your Channel Divinity again. Some Channel Divinity effects require saving throws. When you use such an effect from this class, the DC equals your paladin spell save DC.]",,channel-divinity,3,Channel Divinity,,[],,,/api/features/channel-divinity
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[As an action, you can imbue one weapon that you are holding with positive energy, using your Channel Divinity. For 1 minute, you add your Charisma modifier to attack rolls made with that weapon (with a minimum bonus of +1). The weapon also emits bright light in a 20-foot radius and dim light 20 feet beyond that. If the weapon is not already magical, it becomes magical for the duration. You can end this effect on your turn as part of any other action. If you are no longer holding or carrying this weapon, or if you fall unconscious, this effect ends.]",,channel-divinity-sacred-weapon,3,Channel Divinity: Sacred Weapon,,[],,&{[index name url] map[index:devotion name:Devotion url:/api/subclasses/devotion]},/api/features/channel-divinity-sacred-weapon
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[As an action, you present your holy symbol and speak a prayer censuring fiends and undead, using your Channel Divinity. Each fiend or undead that can see or hear you within 30 feet of you must make a Wisdom saving throw. If the creature fails its saving throw, it is turned for 1 minute or until it takes damage. A turned creature must spend its turns trying to move as far away from you as it can, and it can't willingly move to a space within 30 feet of you. It also can't take reactions. For its action, it can use only the Dash action or try to escape from an effect that prevents it from moving. If there's nowhere to move, the creature can use the Dodge action.]",,channel-divinity-turn-the-unholy,3,Channel Divinity: Turn the Unholy,,[],,&{[index name url] map[index:devotion name:Devotion url:/api/subclasses/devotion]},/api/features/channel-divinity-turn-the-unholy
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,paladin-ability-score-improvement-1,4,Ability Score Improvement,,[],,,/api/features/paladin-ability-score-improvement-1
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[Beginning at 5th level, you can attack twice, instead of once, whenever you take the Attack action on your turn.]",,paladin-extra-attack,5,Extra Attack,,[],,,/api/features/paladin-extra-attack
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[Starting at 6th level, whenever you or a friendly creature within 10 feet of you must make a saving throw, the creature gains a bonus to the saving throw equal to your Charisma modifier (with a minimum bonus of +1). You must be conscious to grant this bonus. At 18th level, the range of this aura increases to 30 feet.]",,aura-of-protection,6,Aura of Protection,,[],,,/api/features/aura-of-protection
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[Starting at 7th level, you and friendly creatures within 10 feet of you can't be charmed while you are conscious. At 18th level, the range of this aura increases to 30 feet.]",,aura-of-devotion,7,Aura of Devotion,,[],,&{[index name url] map[index:devotion name:Devotion url:/api/subclasses/devotion]},/api/features/aura-of-devotion
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,paladin-ability-score-improvement-2,8,Ability Score Improvement,,[],,,/api/features/paladin-ability-score-improvement-2
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[Starting at 10th level, you and friendly creatures within 10 feet of you can't be frightened while you are conscious. At 18th level, the range of this aura increases to 30 feet.]",,aura-of-courage,10,Aura of Courage,,[],,,/api/features/aura-of-courage
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[By 11th level, you are so suffused with righteous might that all your melee weapon strikes carry divine power with them. Whenever you hit a creature with a melee weapon, the creature takes an extra 1d8 radiant damage. If you also use your Divine Smite with an attack, you add this damage to the extra damage of your Divine Smite.]",,improved-divine-smite,11,Improved Divine Smite,,[],,,/api/features/improved-divine-smite
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,paladin-ability-score-improvement-3,12,Ability Score Improvement,,[],,,/api/features/paladin-ability-score-improvement-3
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[Beginning at 14th level, you can use your action to end one spell on yourself or on one willing creature that you touch. You can use this feature a number of times equal to your Charisma modifier (a minimum of once). You regain expended uses when you finish a long rest.]",,cleansing-touch,14,Cleansing Touch,,[],,,/api/features/cleansing-touch
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[Beginning at 15th level, you are always under the effects of a protection from evil and good spell.]",,purity-of-spirit,15,Purity of Spirit,,[],,&{[index name url] map[index:devotion name:Devotion url:/api/subclasses/devotion]},/api/features/purity-of-spirit
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,paladin-ability-score-improvement-4,16,Ability Score Improvement,,[],,,/api/features/paladin-ability-score-improvement-4
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[At 18th level, the range of your auras increase to 30 feet.]",,aura-improvements,18,Aura improvements,,[],,,/api/features/aura-improvements
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,paladin-ability-score-improvement-5,19,Ability Score Improvement,,[],,,/api/features/paladin-ability-score-improvement-5
&{[index name url] map[index:paladin name:Paladin url:/api/classes/paladin]},"[At 20th level, as an action, you can emanate an aura of sunlight. For 1 minute, bright light shines from you in a 30-foot radius, and dim light shines 30 feet beyond that. Whenever an enemy creature starts its turn in the bright light, the creature takes 10 radiant damage. In addition, for the duration, you have advantage on saving throws against spells cast by fiends or undead.]",,holy-nimbus,20,Holy Nimbus,,[],,&{[index name url] map[index:devotion name:Devotion url:/api/subclasses/devotion]},/api/features/holy-nimbus
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[Beginning at 1st level, you have significant experience studying, tracking, hunting, and even talking to a certain type of enemy. Choose a type of favored enemy: aberrations, beasts, celestials, constructs, dragons, elementals, fey, fiends, giants, monstrosities, oozes, plants, or undead. Alternatively, you can select two races of humanoid (such as gnolls and orcs) as favored enemies. You have advantage on Wisdom (Survival) checks to track your favored enemies, as well as on Intelligence checks to recall information about them. When you gain this feature, you also learn one language of your choice that is spoken by your favored enemies, if they speak one at all. You choose one additional favored enemy, as well as an associated language, at 6th and 14th level. As you gain levels, your choices should reflect the types of monsters you have encountered on your adventures.]",,favored-enemy-1-type,1,Favored Enemy (1 type),,[],,,/api/features/favored-enemy-1-type
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[You are particularly familiar with one type of natural environment and are adept at traveling and surviving in such regions. Choose one type of favored terrain: arctic, coast, desert, forest, grassland, mountain, or swamp. When you make an Intelligence or Wisdom check related to your favored terrain, your proficiency bonus is doubled if you are using a skill that you're proficient in. While traveling for an hour or more in your favored terrain, you gain the following benefits: - Difficult terrain doesn't slow your group's travel. - Your group can't become lost except by magical means. - Even when you are engaged in another activity while traveling (such as foraging, navigating, or tracking), you remain alert to danger. - If you are traveling alone, you can move stealthily at a normal pace. - When you forage, you find twice as much food as you normally would. - While tracking other creatures, you also learn their exact number, their sizes, and how long ago they passed through the area. You choose additional favored terrain types at 6th and 10th level.]",,natural-explorer-1-terrain-type,1,Natural Explorer (1 terrain type),,[],,,/api/features/natural-explorer-1-terrain-type
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[At 2nd level, you adopt a particular style of fighting as your specialty. Choose one of the following options. You can't take a Fighting Style option more than once, even if you later get to choose again.]",&{[subfeature_options] map[subfeature_options:0x1400048ec20]},ranger-fighting-style,2,Fighting Style,,[],,,/api/features/ranger-fighting-style
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},[You gain a +2 bonus to attack rolls you make with ranged weapons.],,ranger-fighting-style-archery,2,Fighting Style: Archery,&{[index name url] map[index:ranger-fighting-style name:Fighting Style url:/api/features/ranger-fighting-style]},[],,,/api/features/ranger-fighting-style-archery
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[While you are wearing armor, you gain a +1 bonus to AC.]",,ranger-fighting-style-defense,2,Fighting Style: Defense,&{[index name url] map[index:ranger-fighting-style name:Fighting Style url:/api/features/ranger-fighting-style]},[],,,/api/features/ranger-fighting-style-defense
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[When you are wielding a melee weapon in one hand and no other weapons, you gain a +2 bonus to damage rolls with that weapon.]",,ranger-fighting-style-dueling,2,Fighting Style: Dueling,&{[index name url] map[index:ranger-fighting-style name:Fighting Style url:/api/features/ranger-fighting-style]},[],,,/api/features/ranger-fighting-style-dueling
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[When you engage in two-weapon fighting, you can add your ability modifier to the damage of the second attack.]",,ranger-fighting-style-two-weapon-fighting,2,Fighting Style: Two-Weapon Fighting,&{[index name url] map[index:ranger-fighting-style name:Fighting Style url:/api/features/ranger-fighting-style]},[],,,/api/features/ranger-fighting-style-two-weapon-fighting
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[By the time you reach 2nd level, you have learned to use the magical essence of nature to cast spells, much as a druid does.]",,spellcasting-ranger,2,Spellcasting: Ranger,,[],/api/classes/ranger/spellcasting,,/api/features/spellcasting-ranger
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[At 3rd level, you choose an archetype that you strive to emulate, such as the Hunter. Your choice grants you features at 3rd level and again at 7th, 11th, and 15th level.]",,ranger-archetype,3,Ranger Archetype,,[],,,/api/features/ranger-archetype
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[At 3rd level, you gain one of the following features of your choice. Colossus Slayer Giant Killer Horde Breaker]",&{[subfeature_options] map[subfeature_options:0x1400048f400]},hunters-prey,3,Hunter's Prey,,[],,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},/api/features/hunters-prey
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[Your tenacity can wear down the most potent foes. When you hit a creature with a weapon attack, the creature takes an extra 1d8 damage if it's below its hit point maximum. You can deal this extra damage only once per turn.]",,hunters-prey-colossus-slayer,3,Hunter's Prey: Colossus Slayer,&{[index name url] map[index:hunters-prey name:Hunter's Prey url:/api/features/hunters-prey]},[],,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},/api/features/hunters-prey-colossus-slayer
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[When a Large or larger creature within 5 feet of you hits or misses you with an attack, you can use your reaction to attack that creature immediately after its attack, provided that you can see the creature.]",,hunters-prey-giant-killer,3,Hunter's Prey: Giant Killer,&{[index name url] map[index:hunters-prey name:Hunter's Prey url:/api/features/hunters-prey]},[],,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},/api/features/hunters-prey-giant-killer
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[Once on each of your turns when you make a weapon attack, you can make another attack with the same weapon against a different creature that is within 5 feet of the original target and within range of your weapon.]",,hunters-prey-horde-breaker,3,Hunter's Prey: Horde Breaker,&{[index name url] map[index:hunters-prey name:Hunter's Prey url:/api/features/hunters-prey]},[],,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},/api/features/hunters-prey-horde-breaker
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[Beginning at 3rd level, you can use your action and expend one ranger spell slot to focus your awareness on the region around you. For 1 minute per level of the spell slot you expend, you can sense whether the following types of creatures are present within 1 mile of you (or within up to 6 miles if you are in your favored terrain): aberrations, celestials, dragons, elementals, fey, fiends, and undead. This feature doesn't reveal the creatures' location or number.]",,primeval-awareness,3,Primeval Awareness,,[],,,/api/features/primeval-awareness
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,ranger-ability-score-improvement-1,4,Ability Score Improvement,,[],,,/api/features/ranger-ability-score-improvement-1
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[Beginning at 5th level, you can attack twice, instead of once, whenever you take the Attack action on your turn.]",,ranger-extra-attack,5,Extra Attack,,[],,,/api/features/ranger-extra-attack
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[Beginning at 1st level, you have significant experience studying, tracking, hunting, and even talking to a certain type of enemy. Choose a type of favored enemy: aberrations, beasts, celestials, constructs, dragons, elementals, fey, fiends, giants, monstrosities, oozes, plants, or undead. Alternatively, you can select two races of humanoid (such as gnolls and orcs) as favored enemies. You have advantage on Wisdom (Survival) checks to track your favored enemies, as well as on Intelligence checks to recall information about them. When you gain this feature, you also learn one language of your choice that is spoken by your favored enemies, if they speak one at all. You choose one additional favored enemy, as well as an associated language, at 6th and 14th level. As you gain levels, your choices should reflect the types of monsters you have encountered on your adventures.]",,favored-enemy-2-types,6,Favored Enemy (2 types),,[],,,/api/features/favored-enemy-2-types
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[You are particularly familiar with one type of natural environment and are adept at traveling and surviving in such regions. Choose one type of favored terrain: arctic, coast, desert, forest, grassland, mountain, or swamp. When you make an Intelligence or Wisdom check related to your favored terrain, your proficiency bonus is doubled if you are using a skill that you're proficient in. While traveling for an hour or more in your favored terrain, you gain the following benefits: - Difficult terrain doesn't slow your group's travel. - Your group can't become lost except by magical means. - Even when you are engaged in another activity while traveling (such as foraging, navigating, or tracking), you remain alert to danger. - If you are traveling alone, you can move stealthily at a normal pace. - When you forage, you find twice as much food as you normally would. - While tracking other creatures, you also learn their exact number, their sizes, and how long ago they passed through the area. You choose additional favored terrain types at 6th and 10th level.]",,natural-explorer-2-terrain-types,6,Natural Explorer (2 terrain types),,[],,,/api/features/natural-explorer-2-terrain-types
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[At 7th level, you gain one of the following features of your choice. Escape the Horde Multiattack Defense Steel Will]",&{[subfeature_options] map[subfeature_options:0x1400048fd20]},defensive-tactics,7,Defensive Tactics,,[],,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},/api/features/defensive-tactics
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},[Opportunity attacks against you are made with disadvantage.],,defensive-tactics-escape-the-horde,7,Defensive Tactics: Escape the Horde,&{[index name url] map[index:defensive-tactics name:Defensive Tactics url:/api/features/defensive-tactics]},[],,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},/api/features/defensive-tactics-escape-the-horde
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[When a creature hits you with an attack, you gain a +4 bonus to AC against all subsequent attacks made by that creature for the rest of the turn.]",,defensive-tactics-multiattack-defense,7,Defensive Tactics: Multiattack Defense,&{[index name url] map[index:defensive-tactics name:Defensive Tactics url:/api/features/defensive-tactics]},[],,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},/api/features/defensive-tactics-multiattack-defense
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},[You have advantage on saving throws against being frightened.],,defensive-tactics-steel-will,7,Defensive Tactics: Steel Will,&{[index name url] map[index:defensive-tactics name:Defensive Tactics url:/api/features/defensive-tactics]},[],,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},/api/features/defensive-tactics-steel-will
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,ranger-ability-score-improvement-2,8,Ability Score Improvement,,[],,,/api/features/ranger-ability-score-improvement-2
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[Starting at 8th level, moving through nonmagical difficult terrain costs you no extra movement. You can also pass through nonmagical plants without being slowed by them and without taking damage from them if they have thorns, spines, or a similar hazard. In addition, you have advantage on saving throws against plants that are magically created or manipulated to impede movement, such those created by the entangle spell.]",,ranger-lands-stride,8,Land's Stride,,[],,,/api/features/ranger-lands-stride
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[You are particularly familiar with one type of natural environment and are adept at traveling and surviving in such regions. Choose one type of favored terrain: arctic, coast, desert, forest, grassland, mountain, or swamp. When you make an Intelligence or Wisdom check related to your favored terrain, your proficiency bonus is doubled if you are using a skill that you're proficient in. While traveling for an hour or more in your favored terrain, you gain the following benefits: - Difficult terrain doesn't slow your group's travel. - Your group can't become lost except by magical means. - Even when you are engaged in another activity while traveling (such as foraging, navigating, or tracking), you remain alert to danger. - If you are traveling alone, you can move stealthily at a normal pace. - When you forage, you find twice as much food as you normally would. - While tracking other creatures, you also learn their exact number, their sizes, and how long ago they passed through the area. You choose additional favored terrain types at 6th and 10th level.]",,natural-explorer-3-terrain-types,10,Natural Explorer (3 terrain types),,[],,,/api/features/natural-explorer-3-terrain-types
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[Starting at 10th level, you can spend 1 minute creating camouflage for yourself. You must have access to fresh mud, dirt, plants, soot, and other naturally occurring materials with which to create your camouflage. Once you are camouflaged in this way, you can try to hide by pressing yourself up against a solid surface, such as a tree or wall, that is at least as tall and wide as you are. You gain a +10 bonus to Dexterity (Stealth) checks as long as you remain there without moving or taking actions. Once you move or take an action or a reaction, you must camouflage yourself again to gain this benefit.]",,hide-in-plain-sight,10,Hide in Plain Sight,,[],,,/api/features/hide-in-plain-sight
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[At 11th level, you gain one of the following features of your choice. Volley Whirlwind Attack]",&{[subfeature_options] map[subfeature_options:0x14000518640]},multiattack,11,Multiattack,,[],,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},/api/features/multiattack
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[You can use your action to make a ranged attack against any number of creatures within 10 feet of a point you can see within your weapon's range. You must have ammunition for each target, as normal, and you make a separate attack roll for each target.]",,multiattack-volley,11,Multiattack: Volley,&{[index name url] map[index:multiattack name:Multiattack url:/api/features/multiattack]},[],,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},/api/features/multiattack-volley
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[You can use your action to make a melee attack against any number of creatures within 5 feet of you, with a separate attack roll for each target.]",,multiattack-whirlwind-attack,11,Multiattack: Whirlwind Attack,&{[index name url] map[index:multiattack name:Multiattack url:/api/features/multiattack]},[],,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},/api/features/multiattack-whirlwind-attack
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,ranger-ability-score-improvement-3,12,Ability Score Improvement,,[],,,/api/features/ranger-ability-score-improvement-3
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[Beginning at 1st level, you have significant experience studying, tracking, hunting, and even talking to a certain type of enemy. Choose a type of favored enemy: aberrations, beasts, celestials, constructs, dragons, elementals, fey, fiends, giants, monstrosities, oozes, plants, or undead. Alternatively, you can select two races of humanoid (such as gnolls and orcs) as favored enemies. You have advantage on Wisdom (Survival) checks to track your favored enemies, as well as on Intelligence checks to recall information about them. When you gain this feature, you also learn one language of your choice that is spoken by your favored enemies, if they speak one at all. You choose one additional favored enemy, as well as an associated language, at 6th and 14th level. As you gain levels, your choices should reflect the types of monsters you have encountered on your adventures.]",,favored-enemy-3-enemies,14,Favored Enemy (3 enemies),,[],,,/api/features/favored-enemy-3-enemies
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[Starting at 14th level, you can use the Hide action as a bonus action on your turn. Also, you can't be tracked by nonmagical means, unless you choose to leave a trail.]",,vanish,14,Vanish,,[],,,/api/features/vanish
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[At 15th level, you gain one of the following features of your choice. Evasion Stand Against the Tide Uncanny Dodge]",&{[subfeature_options] map[subfeature_options:0x14000518ca0]},superior-hunters-defense,15,Superior Hunter's Defense,,[],,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},/api/features/superior-hunters-defense
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[When you are subjected to an effect, such as a red dragon's fiery breath or a lightning bolt spell, that allows you to make a Dexterity saving throw to take only half damage, you instead take no damage if you succeed on the saving throw, and only half damage if you fail.]",,superior-hunters-defense-evasion,15,Superior Hunter's Defense: Evasion,&{[index name url] map[index:superior-hunters-defense name:Superior Hunter's Defense url:/api/features/superior-hunters-defense]},[],,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},/api/features/superior-hunters-defense-evasion
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[When a hostile creature misses you with a melee attack, you can use your reaction to force that creature to repeat the same attack against another creature (other than itself) of your choice.]",,superior-hunters-defense-stand-against-the-tide,15,Superior Hunter's Defense: Stand Against the Tide,&{[index name url] map[index:superior-hunters-defense name:Superior Hunter's Defense url:/api/features/superior-hunters-defense]},[],,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},/api/features/superior-hunters-defense-stand-against-the-tide
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[When an attacker that you can see hits you with an attack, you can use your reaction to halve the attack's damage against you.]",,superior-hunters-defense-uncanny-dodge,15,Superior Hunter's Defense: Uncanny Dodge,&{[index name url] map[index:superior-hunters-defense name:Superior Hunter's Defense url:/api/features/superior-hunters-defense]},[],,&{[index name url] map[index:hunter name:Hunter url:/api/subclasses/hunter]},/api/features/superior-hunters-defense-uncanny-dodge
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,ranger-ability-score-improvement-4,16,Ability Score Improvement,,[],,,/api/features/ranger-ability-score-improvement-4
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[At 18th level, you gain preternatural senses that help you fight creatures you can't see. When you attack a creature you can't see, your inability to see it doesn't impose disadvantage on your attack rolls against it. You are also aware of the location of any invisible creature within 30 feet of you, provided that the creature isn't hidden from you and you aren't blinded or deafened.]",,feral-senses,18,Feral Senses,,[],,,/api/features/feral-senses
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.]",,ranger-ability-score-improvement-5,19,Ability Score Improvement,,[],,,/api/features/ranger-ability-score-improvement-5
&{[index name url] map[index:ranger name:Ranger url:/api/classes/ranger]},"[At 20th level, you become an unparalleled hunter of your enemies. Once on each of your turns, you can add your Wisdom modifier to the attack roll or the damage roll of an attack you make against one of your favored enemies. You can choose to use this feature before or after the roll, but before any effects of the roll are applied.]",,foe-slayer,20,Foe Slayer,,[],,,/api/features/foe-slayer
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[At 1st level, choose two of your skill proficiencies, or one of your skill proficiencies and your proficiency with thieves' tools. Your proficiency bonus is doubled for any ability check you make that uses either of the chosen proficiencies. At 6th level, you can choose two more of your proficiencies (in skills or with thieves' tools) to gain this benefit]",&{[expertise_options] map[expertise_options:0x140005194a0]},rogue-expertise-1,1,Expertise,,[],,,/api/features/rogue-expertise-1
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[Beginning at 1st level, you know how to strike subtly and exploit a foe's distraction. Once per turn, you can deal an extra 1d6 damage to one creature you hit with an attack if you have advantage on the attack roll. The attack must use a finesse or a ranged weapon. You don't need advantage on the attack roll if another enemy of the target is within 5 feet of it, that enemy isn't incapacitated, and you don't have disadvantage on the attack roll. The amount of the extra damage increases as you gain levels in this class, as shown in the Sneak Attack column of the Rogue table.]",,sneak-attack,1,Sneak Attack,,[],,,/api/features/sneak-attack
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[During your rogue training you learned thieves' cant, a secret mix of dialect, jargon, and code that allows you to hide messages in seemingly normal conversation. Only another creature that knows thieves' cant understands such messages. It takes four times longer to convey such a message than it does to speak the same idea plainly. In addition, you understand a set of secret signs and symbols used to convey short, simple messages, such as whether an area is dangerous or the territory of a thieves' guild, whether loot is nearby, or whether the people in an area are easy marks or will provide a safe house for thieves on the run.]",,thieves-cant,1,Thieves' Cant,,[],,,/api/features/thieves-cant
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[Starting at 2nd level, your quick thinking and agility allow you to move and act quickly. You can take a bonus action on each of your turns in combat. This action can be used only to take the Dash, Disengage, or Hide action.]",,cunning-action,2,Cunning Action,,[],,,/api/features/cunning-action
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[At 3rd level, you choose an archetype that you emulate in the exercise of your rogue abilities, such as Thief. Additional archetypes are available in the original source material. Your archetype choice grants you features at 3rd level and then again at 9th, 13th, and 17th level.]",,roguish-archetype,3,Roguish Archetype,,[],,,/api/features/roguish-archetype
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[Starting at 3rd level, you can use the bonus action granted by your Cunning Action to make a Dexterity (Sleight of Hand) check, use your thieves' tools to disarm a trap or open a lock, or take the Use an Object action.]",,fast-hands,3,Fast Hands,,[],,&{[index name url] map[index:thief name:Thief url:/api/subclasses/thief]},/api/features/fast-hands
&{[index name url] map[index:rogue name:Rogue url:/api/classes/rogue]},"[When you choose this archetype at 3rd level, you gain the ability to climb faster than normal; climbing no longer costs you extra movement. In addition, when you make a running jump, the distance you cover increases by a number of feet equal to your Dexterity modifier.]",,second-story-work,3,Second-Story Work,,[],,&{[index name url] map[index:thief name:Thief url:/api/subclasses/thief]},/api/features/second-story-work
